Panavia|Tornado|F.3|ZE256|Tornado||fixed_wing|monoplane|military|fighter||Ex-Royal Air Force air-defence variant; acquired from Jet Art Aviation Ltd of the United Kingdom and delivered to the museum by road on 12 March 2019 per the museum's own type page; serial from the Wikimedia Commons file "Royal Air Force; ZE256"|ZE 256|on_display|GB|Eesti Lennundusmuuseum -- Lange
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged both historic=aircraft and memorial=aircraft with no name; type genuinely unknown||on_display||Atyrau Aircraft Memorial
Antonov|An-26|||Antonov An-26||fixed_wing|monoplane|military|transport|1979|Wears bort "03 red"; former operator the Soviet Air Force; erected as a monument during the 1980s; the construction number and build year are transcribed from the OSM node's own bilingual description field written by the surveying mapper|An26; c/n 84-03; 84-03|on_display|RU|Yangikurgan An-26 Monument
Unidentified|Twin-engine turboprop transport|||||fixed_wing|monoplane|military|transport||The OSM node is named An-24 but carries a competing proposed name of An-12; the two types are not confusable in the field so one of the two entries is wrong and neither is asserted here; a photograph would settle it in seconds|An24; An12|on_display||Chimgan An-24 Monument
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1970|Delivered 3 December 1970; registered 14 December 1970 as CCCP-87780 to the Uzbek Civil Aviation Directorate at Tashkent-Yuzhny; struck off 19 November 1987; obtained through the Uzstalkonstruktsiya trust and moved by road over three days in 1987 to the Mekhnat recreation base at the Chimgan ski resort about 80 km north of Tashkent; used as a cafe and video hall; by summer 2020 the undercarriage legs and tail surfaces had been cut off and sold for scrap so the airframe is now incomplete; year_built from the delivery date|Yak40; c/n 9040514; CCCP-87780|on_display|RU|Chimgan Mekhnat Recreation Base Yak-40
Antonov|An-12|||Antonov An-12||fixed_wing|monoplane|military|transport||Ex-Soviet Air Force; placed on the museum line on the territory of the Chkalov Tashkent Aviation Production Association after withdrawal; no serial recorded by the source|An12; TAPOiCh|on_display|RU|Tashkent Aviation Production Association Museum Line
Antonov|An-12|||Antonov An-12||fixed_wing|monoplane|military|transport||Ex-Soviet Air Force; handed to the Uzbek Air Force in 1992-93; plinthed on the territory of the Chirchiq Higher Military Tank Command Engineering School after withdrawal; no serial recorded|An12|on_display|UZ|Chirchiq Higher Tank Command Engineering School An-12
Antonov|An-12|BP||Antonov An-12BP||fixed_wing|monoplane|military|transport||Registered 28 March 1980 as CCCP-12165; served with the Soviet Military Transport Aviation 194th Guards Military Transport Regiment based at Fergana; handed to the Uzbek Air Force 1992-93 and re-registered simply 12165; plinthed beside the House of Officers in Fergana in the early 2000s; no build date is stated by the source so year_built is left blank|An12BP; An-12BP; c/n 3341701; CCCP-12165; 12165|on_display|UZ|Fergana House of Officers An-12
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1973|Built November 1973; delivered 18 January 1974; registered 30 January 1974 as CCCP-87367 to the Urals Civil Aviation Directorate at Chelyabinsk-Balandino; to the Uzbek Civil Aviation Directorate 7 July 1987; to Uzbekistan Airways 1993 as UK-87367; ran off the runway at Urgench 9 April 2003 and was struck off before 2007; erected on a children's playground in Karshi still in Uzbekistan Airways colours and used as a children's cinema; year_built from the registry's stated build month|Yak40; c/n 9341731; CCCP-87367; UK-87367|on_display|UZ|Karshi Children's Playground Yak-40
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1971|Built February 1971; delivered 26 February 1971; registered 2 April 1971 as CCCP-87798 to the Uzbek Civil Aviation Directorate at Tashkent-Yuzhny; struck off 19 November 1987; erected in the Park of Culture at Dustabad; still carries the Aeroflot scheme and the number 87798; year_built from the registry's stated build month|Yak40; c/n 9110216; CCCP-87798|on_display|RU|Dustabad Park of Culture Yak-40
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport||Operator unknown; an early-series airframe without the thrust reverser; erected beside the Malika roadside cafe and the Makhalla Guzari trade centre; painted in Uzbekistan Airways colours and repainted in 2010 into a VIM-Avia scheme it never wore in service; no registration or construction number is known so all identity fields are left blank|Yak40|on_display||Andijan Malika Cafe Yak-40
Tupolev|Tu-124|||Tupolev Tu-124||fixed_wing|monoplane|military|transport||Served with the Soviet Air Force Turkestan Military District 111th Independent Composite Aviation Regiment at Tuzel in an Aeroflot colour scheme; almost certainly wore bort "02 blue" which faded to appear white; moved dismantled from Tuzel and erected in spring 1986 at Akaltyn as a Ministry of Defence gift to the district for its record of entrants to military schools; repainted into Uzbekistan Airways colours in summer-autumn 2011; a surviving Tu-124 of any kind is rare|Tu124; 02 white; 02 blue|on_display|RU|Akaltyn Tu-124 Monument
Sukhoi|Su-27|||Sukhoi Su-27||fixed_wing|monoplane|military|fighter||Named on the OSM node as an Su-27 and tagged as a memorial aircraft and tourist attraction; no serial known; Uzbekistan operated the type so a genuine ex-Uzbek airframe is plausible but unproven|Su27; Flanker|on_display||Karasu Su-27 Monument -- Tashkent
Mil|Mi-24|||Mil Mi-24||rotary_wing||military|ground_attack||Named on the OSM node as an Mi-24 and tagged as a memorial aircraft and tourist attraction; no serial known|Mi24; Hind|on_display||Kibray Mi-24 Monument
Unidentified|Helicopter|||||rotary_wing||military|other||OSM node named only "Вертолёт" (helicopter); type genuinely unknown; stands inside a military town in Chilanzar district||on_display||60th Military Town Helicopter Monument -- Tashkent
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft and memorial=aircraft with no name; type genuinely unknown||on_display||Uchtepa Aircraft Monument -- Tashkent
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft and memorial=aircraft; the mapper's name field is an aircraft emoji only; type genuinely unknown||on_display||Farhod Street Aircraft Monument -- Tashkent
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft with no name; type genuinely unknown||on_display||Yashnabad Aircraft Monument -- Tashkent
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft with no name; type genuinely unknown||on_display||Sergeli Aircraft Monument -- Tashkent
Mikoyan-Gurevich|MiG-21|||Mikoyan-Gurevich MiG-21||fixed_wing|monoplane|military|fighter||Named on the OSM node; no serial known; operator left blank because Kyrgyzstan inherited Soviet MiG-21s and the plinthing date is unknown|MiG21; Fishbed|on_display||Bishkek Kyiv Street MiG-21 Monument
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node named only "Самолёт"; type genuinely unknown||on_display||Bishkek 12th Microdistrict Aircraft Monument
Unidentified|Helicopter|||||rotary_wing||military|other||One of three airframes mapped within 110 m in Ak-Orgo; OSM names it only "Вертолёт / Helicopter"; type genuinely unknown||on_display||Ak-Orgo Aircraft Park -- Bishkek
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||Second of three airframes in the Ak-Orgo cluster; OSM names it only "Самолёт / Airplane"||on_display||Ak-Orgo Aircraft Park -- Bishkek
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||Third of three airframes in the Ak-Orgo cluster; OSM names it only "Самолёт / Airplane"||on_display||Ak-Orgo Aircraft Park -- Bishkek
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node named only "Самолёт"; type genuinely unknown||on_display||Manas Village Aircraft Monument
Mikoyan-Gurevich|MiG-21|||Mikoyan-Gurevich MiG-21||fixed_wing|monoplane|military|fighter||Named on the OSM node which also links to the ru.wikipedia MiG-21 article; stands on Polevaya Street in Kant town about 140 m from a plinthed MiG-15; no serial known|MiG21; Fishbed|on_display||Kant Gate Guardians
Mikoyan-Gurevich|MiG-15|||Mikoyan-Gurevich MiG-15||fixed_wing|monoplane|military|fighter||Named on the OSM node which also links to the ru.wikipedia MiG-15 article; the MiG-15 left Soviet first-line service long before 1991 and Kyrgyzstan never operated the type so a Soviet operator is recorded|MiG15; Fagot|on_display|RU|Kant Gate Guardians
Ilyushin|Il-28|||Ilyushin Il-28||fixed_wing|monoplane|military|bomber||Named on the OSM node as an Il-28; stands at the Lenin/Gorky junction in Tokmok; the Il-28 was retired from Soviet service well before 1991 and independent Kyrgyzstan never operated it so a Soviet operator is recorded; no serial known|Il28; Beagle|on_display|RU|Tokmok Il-28 Monument
Mikoyan-Gurevich|MiG-23|M||Mikoyan-Gurevich MiG-23M||fixed_wing|monoplane|military|fighter||Photographed in September 2009; February 2018; and April 2023; the variant MiG-23M comes from the Wikimedia Commons category title and the OSM node gives only "МиГ-23"; Commons files the aircraft under Tokmok but the mapped position reverse-geocodes to Aral in Chuy District about 8 km west of Tokmok; no serial known|MiG23M; MiG-23M; Flogger|on_display||Aral MiG-23M Monument
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft with no name; type genuinely unknown||on_display||Jany-Alysh Aircraft Monument
Antonov|An-2|||Antonov An-2||fixed_wing|biplane|civilian|utility||Named on the OSM node which links to the ru.wikipedia An-2 article; stands beside the Issyk-Kul ring road at Tosor; no registration known|An2; Colt; Kukuruznik|on_display||Tosor An-2 Monument
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft with no name; the very high node id indicates a 2025-26 survey; type genuinely unknown||on_display||Balykchy Aircraft Monument
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1969|Delivered 16 April 1969; registered 6 June 1969 as CCCP-87694 to the Kyrgyz Civil Aviation Directorate at Osh; filmed in service in a scene of the 1976 Soviet feature "Бросок; или всё началось в субботу"; struck off 19 November 1987 on expiry of service life; erected in the Osh city park and used as a children's cinema; year_built from the delivery date as no separate build date is stated|Yak40; c/n 9910404; CCCP-87694|on_display|RU|Osh City Park Yak-40
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1975|Built May 1975; delivered 23 June 1975; registered 16 July 1975 as CCCP-87522 to the Urals Civil Aviation Directorate at Chelyabinsk-Balandino; transferred to the Tajik Civil Aviation Directorate at Dushanbe 14 January 1988; to Tajik Air as EY-87522 in 1992-93; withdrawn 2004 and stored at Dushanbe; struck off 2012 and handed to the M. S. Osimi Tajik Technical University as an instructional airframe on 3 September 2012; year_built from the registry's stated build month|Yak40; c/n 9520441; CCCP-87522; EY-87522|on_display|TJ|Tajik Technical University Yak-40
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1970|Delivered 16 September 1970; registered 5 November 1970 as CCCP-87769 to the Tajik Civil Aviation Directorate at Dushanbe; struck off 25 December 1984 on expiry of service life; stored at Dushanbe airport and erected as a monument in the city in December 1998; the exact site within Dushanbe is not stated by the source; year_built from the delivery date|Yak40; c/n 9030413; CCCP-87769|on_display|RU|Dushanbe Yak-40 Monument
Boeing|737|||Boeing 737||fixed_wing|monoplane|civilian|commercial_transport||Named on the OSM node as a Boeing 737; retained on the training-school campus beside Ashgabat International Airport; the sub-variant and registration are not recorded by the source and are deliberately left blank; a further building on the campus is simply named "Airplane" which may be a hangar over this airframe|B737; Boeing737|on_display||Turkmenhowayollary Aviation Training School
Unidentified|Light aircraft|||||fixed_wing|monoplane|civilian|other||One of four further airframes tagged historic=aircraft on the training-school campus with no name and no type; recorded per the contract rather than dropped||on_display||Turkmenhowayollary Aviation Training School
Unidentified|Light aircraft|||||fixed_wing|monoplane|civilian|other||Second of four unnamed airframes on the training-school campus||on_display||Turkmenhowayollary Aviation Training School
Unidentified|Light aircraft|||||fixed_wing|monoplane|civilian|other||Third of four unnamed airframes on the training-school campus||on_display||Turkmenhowayollary Aviation Training School
Unidentified|Light aircraft|||||fixed_wing|monoplane|civilian|other||Fourth of four unnamed airframes on the training-school campus||on_display||Turkmenhowayollary Aviation Training School
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||An OSM node tagged historic=aircraft stands 45 m from the museum building; the museum is a Ministry of Defence institution opened in 1996 in Bayanzurkh district; the English Wikipedia account lists no aircraft so no type is asserted; a single photograph of the museum forecourt would identify this immediately||on_display||Mongolian Military Museum
Sukhoi|Su-25|||Sukhoi Su-25||fixed_wing|monoplane|military|ground_attack||Named in Georgian; English and Russian on an OSM node surveyed in September 2025; stands on Beri Gabriel Salos Avenue at the State Military Scientific-Technical Center Delta; the successor to the Tbilisi Aviation Manufacturing plant which built the Su-25; no serial known; operator recorded as Georgia because the plant and its successor are Georgian state entities and Georgia operated the type; if the airframe proves to be a pre-1991 factory example the operator should be revisited|Su25; Frogfoot; TAM|on_display|GE|Su-25 Gate Guardian -- Delta Tbilisi
Unidentified|Light aircraft|||||fixed_wing|monoplane|civilian|other||OSM node tagged historic=aircraft with no name on what OSM maps as the Geo Sky school compound in Krtsanisi; type genuinely unknown||on_display||Krtsanisi Aircraft Display -- Tbilisi
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft with no name; type genuinely unknown||on_display||Ponichala Aircraft Monument -- Tbilisi
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1976|Delivered 2 March 1976 with a stated manufacture date of 6 March 1976; registered 29 March 1976 as CCCP-88158 to the Georgian Civil Aviation Directorate at Tbilisi-Lochini; last overhaul 8 September 1988; passed to Georgian Airlines in 1992 as 4L-88158 and later re-registered 4L-TGN; unused and stored at Tbilisi from 2001 to 2003; offered for sale at 60000 US dollars from June 2006 to September 2008 with 19934 airframe hours and 22618 landings; bought by Gari Chapidze in 2012 and moved by road in the autumn of that year to a private kindergarten in Rustavi where the cabin became a playroom and the flight deck was left intact|Yak40; c/n 9611246; CCCP-88158; 4L-88158; 4L-TGN; 4LTGN|on_display|GE|Rustavi Yak-40
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft with no name; Marneuli has a long-standing military airfield so a gate guardian is plausible but unproven; type genuinely unknown||on_display||Marneuli Aircraft Monument
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft with no name; type genuinely unknown||on_display||Dedoplistsqaro Aircraft Monument
Mikoyan-Gurevich|MiG-19|||Mikoyan-Gurevich MiG-19||fixed_wing|monoplane|military|fighter||Displayed in Victory Park beside the Mother Armenia Military Museum; the OSM node names the type in Armenian; English and Russian and pins it to the Wikidata item for the MiG-19; the MiG-19 left Soviet service long before 1991 and independent Armenia never operated it so a Soviet operator is recorded; no serial known|MiG19; Farmer|on_display|RU|Mother Armenia Military Museum
Tupolev|Tu-134|A||Tupolev Tu-134A||fixed_wing|monoplane|civilian|commercial_transport||OSM records model Tu-134A with the matching Wikidata identifier and aircraft:type=airliner; stands beside the Nor Geghi-Hrazdan highway at Verin Aghbyurak; no registration known|Tu134A; Tu-134A; Crusty|on_display||Hrazdan Tu-134 Monument
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1976|Built 7 April 1976; delivered 9 April 1976; registered 26 April 1976 as CCCP-88167 to the Armenian Civil Aviation Directorate 2nd Yerevan detachment at Zvartnots; to Armenian Airlines and re-registered EK-88167 in 1993; stored at Zvartnots after withdrawal; later erected on the private grounds of a recreation base (a former Pioneer camp) on Lake Sevan about 4 km from Chkalovka on the Martuni road; intended for use as a children's cafe|Yak40; c/n 9610147; CCCP-88167; EK-88167|on_display|AM|Sevan Yak-40
Yakovlev|Yak-40|||Yakovlev Yak-40||fixed_wing|monoplane|civilian|commercial_transport|1977|Built 3 March 1977; delivered 15 March 1977; registered 20 April 1977 as CCCP-88256 to the Armenian Civil Aviation Directorate 2nd Yerevan detachment at Zvartnots; to Armenian Airlines and re-registered EK-88256 in 1993; withdrawn before 1997 and stored at Zvartnots; erected as a monument at Ashtarak after 2003 where it remains|Yak40; c/n 9711152; CCCP-88256; EK-88256|on_display|AM|Ashtarak Yak-40
Unidentified|Airliner|||||fixed_wing|monoplane|civilian|commercial_transport||An airframe converted into hotel accommodation beside highway H-26 at Yenokavan near Ijevan; OSM tags it building=transportation with building:use=hotel and historic=aircraft; type genuinely unknown from the source||on_display||Yenokavan Aircraft Hotel
Tupolev|Tu-134|B-3||Tupolev Tu-134B-3|Sheki|fixed_wing|monoplane|civilian|commercial_transport|1980|Built 30 December 1980; registered 29 January 1981 as CCCP-65714 to the Latvian Civil Aviation Board at Riga-Skulte; transferred 31 December 1981 to the Azerbaijan Civil Aviation Directorate at Baku-Bina; to Azerbaijan Airlines (AZAL) in 1992 and re-registered 4K-65714 in 1993; named Sheki; withdrawn from 2009 and stored at Heydar Aliyev International Airport in Baku; in February 2014 the FUSELAGE ONLY was installed as a restaurant at Gelediz village in Quba District by Natik Bekmirzoyev; wings and empennage are not present|Tu134B3; Tu-134B-3; c/n 63527; CCCP-65714; 4K-65714; 4K65714|on_display|AZ|Gelediz Tu-134 Restaurant
Unidentified|Light aircraft|||||fixed_wing|monoplane|military|other||OSM node tagged historic=aircraft with no name in Khazar Raion east of Baku; the only aircraft-tagged object in the whole of Azerbaijan in OSM; type genuinely unknown||on_display||Khazar Raion Aircraft Monument -- Baku
Vickers|VC.1|Viking 1B|J-750|Viking|Quaid-e-Azam's Viking|fixed_wing|monoplane|civilian|transport||Personal aircraft of Muhammad Ali Jinnah founder of Pakistan and used during his tenure as Governor-General; the single most historically significant airframe in the country; Wikipedia's Viking survivor list gives the displayed identity as J-750; the marking VP-905 is cited elsewhere for this aircraft's earlier identity and is recorded as an alias only because I could not confirm it|VC1;VC-1;VP-905;Viking 1B|on_display|PK|Pakistan Air Force Museum Faisal
Folland|Gnat|F.1|IE-1083||war trophy Gnat|fixed_wing|monoplane|military|fighter||Indian Air Force Gnat forced down onto the disused airfield at Pasrur on 3 September 1965 by Flight Lieutenant Hakimullah Khan Durrani of No. 9 Squadron PAF and retained as a war trophy; capture is documented in the Commons photograph of the aircraft at Pasrur taken the same day|Gnat F1;IE1083;IE 1083|on_display|IN|Pakistan Air Force Museum Faisal
Martin|B-57|B|53-3957|Canberra||fixed_wing|monoplane|military|bomber||PAF B-57s flew 167 sorties in 1965 and extensive night missions in 1971; the type was retired from PAF service in 1985|B57;B-57B;Canberra|on_display|PK|Pakistan Air Force Museum Faisal
Lockheed|F-104|A|56-798|Starfighter||fixed_wing|monoplane|military|fighter||Listed in Wikipedia's surviving-Starfighter register as on display at the PAF Museum; the serial is the original USAF-block serial retained in PAF service|F104;F-104A;Starfighter|on_display|PK|Pakistan Air Force Museum Faisal
Lockheed|F-104|A|57-1309|Starfighter||fixed_wing|monoplane|military|fighter||Ex-USAF airframe supplied to Pakistan; second of two F-104As recorded at the museum|F104;F-104A;Starfighter|on_display|PK|Pakistan Air Force Museum Faisal
North American|F-86|F|1792|Sabre||fixed_wing|monoplane|military|fighter||A Geo News fact-check of 14 May 2023 states that the Sabre flown by Squadron Leader MM Alam in the 1965 war is preserved at the PAF Museum; I could not confirm whether 1792 is that aircraft and have not asserted it|F86;F-86F;Sabre|on_display|PK|Pakistan Air Force Museum Faisal
Lockheed|T-33|A|53-5259|Shooting Star||fixed_wing|monoplane|military|trainer||Listed in Wikipedia's displayed-T-33 register|T33;T-33A;Shooting Star;T-Bird|on_display|PK|Pakistan Air Force Museum Faisal
Kaman|HH-43|P|62-4556|Huskie||rotary_wing||military|search_rescue||Pakistan bought three HH-43Bs in 1964 for No. 4 Squadron; they flew mountain logistic support in 1965 and a 1976 Arabian Sea rescue of the crew of the merchant ship Latakia|HH43;HH-43P;Huskie|on_display|PK|Pakistan Air Force Museum Faisal
Antonov|An-26||A2-26|||fixed_wing|monoplane|military|transport||Afghan Air Force An-26 whose crew defected to Pakistan; retained and displayed at the museum|An26;An-26;Curl|on_display|AF|Pakistan Air Force Museum Faisal
Antonov|An-12|||||fixed_wing|monoplane|military|transport||Afghan Air Force An-12 whose crew defected to Pakistan; no serial recorded in any source I reached so the field is deliberately blank|An12;An-12;Cub|on_display|AF|Pakistan Air Force Museum Faisal
Auster|J/5G|Autocar|AP-AHJ|Cirrus Autocar||fixed_wing|monoplane|civilian|utility||Operated by the Government of Pakistan Department of Plant Protection under the civil registration AP-AHJ; Wikipedia's Auster Autocar article records it as preserved in the PAF Museum; note a Commons photograph of the same museum labels an Auster there as an Aiglet — the PAF also operated Aiglet Trainers and the two may be separate airframes or the same one mislabelled|J5G;J/5G;Autocar;APAHJ|on_display|PK|Pakistan Air Force Museum Faisal
Shenyang|F-6|||Farmer||fixed_wing|monoplane|military|fighter||Chinese-built derivative of the MiG-19 manufactured by Shenyang Aircraft Corporation; the PAF received 260 F-6s between 1965 and 1980 and retired the single-seat F-6 in 2002; no serial recorded|F6;F-6;J-6;J6;MiG-19;MiG19;Farmer|on_display|PK|Pakistan Air Force Museum Faisal
Dassault|Mirage 5|||||fixed_wing|monoplane|military|fighter||Listed in the museum's Wikipedia exhibit list as a Dassault Mirage 5; the PAF's variant was the radarless Mirage 5PA of which 28 were built but I could not confirm the sub-variant of this airframe so the variant field is blank|Mirage5;Mirage 5PA;Mirage5PA|on_display|PK|Pakistan Air Force Museum Faisal
Mikoyan-Gurevich|MiG-15|||Fagot||fixed_wing|monoplane|military|fighter||Listed in the museum's Wikipedia exhibit list; the PAF never operated the MiG-15 so this is almost certainly an acquired or captured airframe or a Chinese-built J-2/JJ-2; operator left blank because it genuinely cannot be established|MiG15;MiG-15;Fagot|on_display||Pakistan Air Force Museum Faisal
Aérospatiale|SA 316|B|||Alouette III|rotary_wing||military|utility||Listed in the museum's Wikipedia exhibit list as an Aerospatiale Alouette III; no serial recorded|SA316;SA-316B;Alouette III;Alouette3|on_display|PK|Pakistan Air Force Museum Faisal
De Havilland|DH.82|A||Tiger Moth||fixed_wing|biplane|military|trainer||Retired by the PAF and displayed at the museum; photographed on display in 2008|DH82;DH.82A;Tiger Moth;TigerMoth|on_display|PK|Pakistan Air Force Museum Faisal
North American|T-6|||Harvard||fixed_wing|monoplane|military|trainer||Listed in the museum's Wikipedia exhibit list as a North American Harvard; no serial or sub-variant recorded|T6;T-6;Harvard;Texan|on_display|PK|Pakistan Air Force Museum Faisal
Douglas|A-26|||Invader||fixed_wing|monoplane|military|bomber||Listed in the museum's Wikipedia exhibit list; NOT corroborated by Wikipedia's surviving-A-26 register which has no Pakistan entry; recorded with that discrepancy stated rather than dropped|A26;A-26;B-26;Invader|on_display||Pakistan Air Force Museum Faisal
Aero Commander|U-9|||||fixed_wing|monoplane|military|utility||Listed in the museum's Wikipedia exhibit list as a U-9 Aero Commander; U-9 was the US military designation for the Aero Commander 560/680 series|U9;U-9;Aero Commander 560;Aero Commander 680|on_display|PK|Pakistan Air Force Museum Faisal
Mikoyan-Gurevich|MiG-21|Bison||||fixed_wing|monoplane|military|fighter||Fuselage and tail sections only of the Indian Air Force MiG-21 shot down on 27 February 2019; displayed in a gallery named Operation Swift Retort alongside a statue of its pilot Wing Commander Abhinandan Varthaman; this is a wreck display not a complete airframe and the serial is not recorded in the sources I reached|MiG21;MiG-21 Bison;Bison;Fishbed|on_display|IN|Pakistan Air Force Museum Faisal
Breguet|Br.1150|||Atlantic||fixed_wing|monoplane|military|recon||Pakistan Navy maritime patrol aircraft displayed in the museum's 28-acre park alongside the submarine PNS Hangor and the minesweeper PNS Mujahid; this is NOT the Atlantic shot down on 10 August 1999 — that loss is commemorated separately and no source I reached places its wreckage here|Br1150;Br.1150;Atlantic;Atlantique|on_display|PK|Pakistan Maritime Museum
Westland|Lynx|||||rotary_wing||military|utility||Displayed in the museum park; no serial or sub-variant recorded in any source I reached|Lynx;WG-13;WG13|on_display|PK|Pakistan Maritime Museum
Bell|AH-1|||Cobra||rotary_wing||military|anti_tank||Recorded as an OSM node named "Bell AH-1 Cobra" with a Wikidata type link 130 m from the museum building; the Pakistan Army operates AH-1F and AH-1S Cobras but the displayed sub-variant is untagged and I have not guessed it|AH1;AH-1;Cobra;HueyCobra|on_display|PK|Army Museum Lahore
North American|F-86|||Sabre||fixed_wing|monoplane|military|fighter|| Recorded as "31-125 on display at PAF Base Nur Khan" in Wikipedia's surviving-Sabre register; the serial form is unusual for a PAF Sabre and may be a Canadair-built Sabre Mk.6 airframe number; sub-variant not stated by the source and deliberately left blank|F86;F-86;Sabre;31125|on_display|PK|PAF Base Nur Khan Gate Display -- Rawalpindi
Lockheed|T-33|A|56-1601|Shooting Star||fixed_wing|monoplane|military|trainer||Recorded in Wikipedia's displayed-T-33 register as at PAF Base Masroor|T33;T-33A;Shooting Star;T-Bird|on_display|PK|PAF Base Masroor Aircraft Display -- Karachi
Dassault|Mirage|||||fixed_wing|monoplane|military|fighter||Mapped as an OSM viewpoint named "Mirage Aircraft" on Mess Road inside the base; the PAF operated both Mirage IIIEP/RP/DP and Mirage 5PA/5DPA so the model is left at the family name and the variant blank rather than guessed|Mirage III;MirageIII;Mirage 5;Mirage5|on_display|PK|PAF Base Masroor Aircraft Display -- Karachi
Unidentified|Twin-engine jet bomber||||fixed_wing|monoplane|military|bomber||Mapped as an OSM artwork node with artwork_type=aircraft named "Bomber Aircraft" on Allaud Din Road inside PAF Base Masroor; the only jet bomber the PAF operated was the Martin B-57 so that is the likely identity but no source states it and I have not recorded a type I cannot support|||on_display|PK|PAF Base Masroor Aircraft Display -- Karachi
Unidentified|Aircraft||||fixed_wing||military|other||Mapped as an OSM tourism=artwork node named "Airplane"; nothing further is known — it may be a genuine airframe or a sculpture; recorded so the lead survives|||on_display||Mauripur Road Aircraft Monument (west) -- Karachi
Unidentified|Aircraft||||fixed_wing||military|other||Mapped as an OSM tourism=artwork node named "Airplane" on Mauripur Road; identity unknown|||on_display||Mauripur Road Aircraft Monument (east) -- Karachi
Unidentified|Aircraft||||fixed_wing||military|other||Mapped as an OSM tourism=attraction node named "Airplane" on Lower Mall in Old Anarkali central Lahore; type unknown|||on_display||Lower Mall Aircraft Monument -- Lahore
Unidentified|Aircraft||||fixed_wing||military|other||Mapped as an OSM historic=aircraft node sourced from Bing imagery at Gharib Abad in Sibi; type unknown|||on_display||Sibi Aircraft Monument
Unidentified|Aircraft||||fixed_wing||military|other||Mapped as an OSM historic=aircraft node at Islamkot in Abbottabad Tehsil; type unknown|||on_display||Islamkot Aircraft Monument -- Abbottabad
Chengdu|F-7|P||Skybolt||fixed_wing|monoplane|military|fighter||Mapped as an OSM historic=aircraft artwork node named "Chengdu J-7P" at Purana Hala; recorded under the Pakistani service designation F-7P with the Chinese domestic designation J-7 as an alias; Chengdu Aircraft Industry Group built the type as a development of the MiG-21|F7;F-7P;F7P;J-7P;J7P;Skybolt;Fishbed|on_display|PK|Hala Chengdu F-7P Monument
Pakistan Aeronautical Complex|JF-17|||Thunder||fixed_wing|monoplane|military|fighter||REPLICA — mapped as an OSM installation named "JF-17 Thunder"; no JF-17 has been retired to museum display and the OSM artwork_type is installation not aircraft; recorded as a replica monument in the Fazaia (air force) housing scheme; jointly developed by PAC Kamra and Chengdu Aircraft Corporation|JF17;JF-17;FC-1;FC1;Thunder;Xiaolong|on_display|PK|Fazaia Housing Scheme JF-17 Monument -- Gujranwala
Dassault|Mirage 5|||||fixed_wing|monoplane|military|fighter|| Mapped as an OSM historic=aircraft artwork node with model=Dassault_Mirage_5 and start_date=2023 at Jagatpur in Sambrial Tehsil; the 2023 erection date is consistent with PAF Mirage retirements; the PAF variant was the Mirage 5PA but the sub-variant of this airframe is not stated|Mirage5;Mirage 5PA;Mirage5PA|on_display|PK|Jagatpur Mirage 5 Monument -- Sialkot
Antonov|An-24|PB|0001||Balaka|fixed_wing|monoplane|military|transport||Named Balaka and presented as the first aircraft of Bangladesh; photographed on display at the museum in 2014 2016 and 2016; note the museum's own signage confusion — a Wikipedia summary calls it a 1958 Russian passenger aircraft which does not fit an An-24PB|An24;An-24;An-24PB;Coke;Balaka|on_display|BD|Bangladesh Air Force Museum
