id,state,museum,aircraft,aliases_before,aliases_after,description_before,description_after,had_description
7960,Hawaii,Pearl Harbor Aviation Museum,Grumman F-14-D 163904,VF-31 Tomcatters AJ-102 | c/n 614 | final Tomcat cruise 2006 | Hangar 79,VF-31 Tomcatters AJ-102 | c/n 614,,final Tomcat cruise 2006; Hangar 79,False
7949,Hawaii,Pearl Harbor Aviation Museum,Grumman F4F-3 12296,c/n 5956 | civil registration N3210D | ditched in Lake Michigan 21 June 1943 from USS Sable | recovered December 1991 | flown again 1995 | Guadalcanal diorama | Hangar 37,c/n 5956,,civil registration N3210D; ditched in Lake Michigan 21 June 1943 from USS Sable; recovered December 1991; flown again 1995; Guadalcanal diorama; Hangar 37,False
7961,Hawaii,Pearl Harbor Aviation Museum,Lockheed F-104-A 56-0817,c/n 183-1105 | delivered July 1958 | ex-Edwards AFFTC chase plane | on loan from the Museum of Aviation Warner Robins | arrived May 2013 | Hangar 79,c/n 183-1105,,delivered July 1958; ex-Edwards AFFTC chase plane; on loan from the Museum of Aviation Warner Robins; arrived May 2013; Hangar 79,False
7962,Hawaii,Pearl Harbor Aviation Museum,Lockheed T-33-A 51-6533,c/n 580-5865 | ex-Hickam AFB display and Embry-Riddle Honolulu | Hangar 79,c/n 580-5865,,ex-Hickam AFB display and Embry-Riddle Honolulu; Hangar 79,False
7964,Hawaii,Pearl Harbor Aviation Museum,McDonnell Douglas F-15-A 76-0063,delivered 1977 | 49th TFW Holloman flagship | Hawaii ANG 199th FS from June 1992 | USAF loan since 2008 | Hangar 79,,,delivered 1977; 49th TFW Holloman flagship; Hawaii ANG 199th FS from June 1992; USAF loan since 2008; Hangar 79,False
7965,Hawaii,Pearl Harbor Aviation Museum,McDonnell Douglas F/A-18-C 163768,ex-Blue Angels number 4 | demilitarised at NAS North Island | arrived Honolulu 2 February 2021 aboard the Jean Anne | Hangar 79,,,ex-Blue Angels number 4; demilitarised at NAS North Island; arrived Honolulu 2 February 2021 aboard the Jean Anne; Hangar 79,False
7963,Hawaii,Pearl Harbor Aviation Museum,McDonnell F-4-C 64-0792,c/n 1105 | GF-4C | delivered August 1965 | 559th TFS 12th TFW Cam Ranh Bay | Hawaii ANG 1977-87 | also named Smoothie | Hangar 79,c/n 1105 | GF-4C,,delivered August 1965; 559th TFS 12th TFW Cam Ranh Bay; Hawaii ANG 1977-87; also named Smoothie; Hangar 79,False
7966,Hawaii,Pearl Harbor Aviation Museum,Mikoyan-Gurevich MiG-15-bis 1524,actually a Polish-built WSK-Mielec Lim-2 c/n 1B01524 | NMUSAF loan | painted as North Korean Red 1524 | arrived by barge 2009 | MiG Alley Hangar 79,,,actually a Polish-built WSK-Mielec Lim-2 c/n 1B01524; NMUSAF loan; painted as North Korean Red 1524; arrived by barge 2009; MiG Alley Hangar 79,False
7967,Hawaii,Pearl Harbor Aviation Museum,Mikoyan-Gurevich MiG-21-PF 1304,c/n 761304 | ex-Czechoslovak AF 1304 | ex-N5179Y and N432UC | painted as North Vietnamese 4326 | arrived 2012 | MiG Alley Hangar 79,c/n 761304,,ex-Czechoslovak AF 1304; ex-N5179Y and N432UC; painted as North Vietnamese 4326; arrived 2012; MiG Alley Hangar 79,False
7950,Hawaii,Pearl Harbor Aviation Museum,Mitsubishi A6M-2,wreckage only | fragments of the Niihau Incident Zero flown by Shigenori Nishikaichi on 7 December 1941 | tail code BII-120 | displayed as found in a diorama | Hangar 37,,,wreckage only; fragments of the Niihau Incident Zero flown by Shigenori Nishikaichi on 7 December 1941; tail code BII-120; displayed as found in a diorama; Hangar 37,False
4412,Hawaii,Pearl Harbor Aviation Museum,Mitsubishi A6M-2 5356,c/n 4461 | N58245 | ex-N58245 | composite rebuild | forward section recovered at Balalae in the Solomons in 1968 and rebuilt with parts of several wrecks by Bob Diemert in Canada | painted as BII-120 of the carrier Hiryu | Hangar 37,c/n 4461 | N58245,"Imperial Japanese Navy fighter, dominant in the early Pacific War.","Imperial Japanese Navy fighter, dominant in the early Pacific War.; ex-N58245; composite rebuild; forward section recovered at Balalae in the Solomons in 1968 and rebuilt with parts of several wrecks by Bob Diemert in Canada; painted as BII-120 of the carrier Hiryu; Hangar 37",True
7951,Hawaii,Pearl Harbor Aviation Museum,Nakajima B5N-2 302,original wreckage partially rebuilt | tail code 302 of the 105th Naval Base Air Unit at Vunakanau Rabaul | surrendered at Jacquinot Bay 14 October 1945 | unveiled 18 April 2016 | new left wing fabricated May 2025 | one of two surviving Kate airframes | Hangar 37,,,original wreckage partially rebuilt; tail code 302 of the 105th Naval Base Air Unit at Vunakanau Rabaul; surrendered at Jacquinot Bay 14 October 1945; unveiled 18 April 2016; new left wing fabricated May 2025; one of two surviving Kate airframes; Hangar 37,False
7952,Hawaii,Pearl Harbor Aviation Museum,North American B-25-J 44-30077,TB-25N | N2849G | ex-TB-25N | ex-N2849G | composite of 44-30077 with parts of 44-28765 and 44-30627 modified to B-25B configuration | painted as Doolittle Raid B-25B 40-2261 | Catch-22 film aircraft | Hangar 37,TB-25N | N2849G,,ex-TB-25N; ex-N2849G; composite of 44-30077 with parts of 44-28765 and 44-30627 modified to B-25B configuration; painted as Doolittle Raid B-25B 40-2261; Catch-22 film aircraft; Hangar 37,False
7970,Hawaii,Pearl Harbor Aviation Museum,North American F-100-F 58-1232,c/n 255-26 | NMUSAF loan | arrived 2013 | Vietnam Wild Weasel and Misty FAC service | ex-Grissom Brooks and Warner Robins | Hangar 79,c/n 255-26,,NMUSAF loan; arrived 2013; Vietnam Wild Weasel and Misty FAC service; ex-Grissom Brooks and Warner Robins; Hangar 79,False
7968,Hawaii,Pearl Harbor Aviation Museum,North American F-86-E 51-2832,built Inglewood 24 March 1952 | marked as 51-2841 | NMUSAF loan | ex-Hickam AFB gate guard | Aerial Visuals and Wikipedia give 51-2841 while the museum states 51-2832 | MiG Alley Hangar 79,,,built Inglewood 24 March 1952; marked as 51-2841; NMUSAF loan; ex-Hickam AFB gate guard; Aerial Visuals and Wikipedia give 51-2841 while the museum states 51-2832; MiG Alley Hangar 79,False
7969,Hawaii,Pearl Harbor Aviation Museum,North American F-86-L 52-4191,c/n 190-594 | Hawaii ANG 199th FIS colours | Hangar 79,c/n 190-594,,Hawaii ANG 199th FIS colours; Hangar 79,False
7971,Hawaii,Pearl Harbor Aviation Museum,North American SNJ-5 85039,c/n 88-17200 | USMC colours | ex-N3163G and N6205Z | ex-Honolulu Community College instructional airframe | on loan since 2011 | Hangar 79,c/n 88-17200,,USMC colours; ex-N3163G and N6205Z; ex-Honolulu Community College instructional airframe; on loan since 2011; Hangar 79,False
7972,Hawaii,Pearl Harbor Aviation Museum,Northrop F-5-A 63-8393,c/n N6030 | ex-Imperial Iranian AF and Royal Jordanian AF | returned to the US 1995 as N695TC | donated 2011 | ROKAF markings dedicated 12 November 2012 | Aerial Visuals gives 68-9085 | Hangar 79,c/n N6030,,ex-Imperial Iranian AF and Royal Jordanian AF; returned to the US 1995 as N695TC; donated 2011; ROKAF markings dedicated 12 November 2012; Aerial Visuals gives 68-9085; Hangar 79,False
7973,Hawaii,Pearl Harbor Aviation Museum,Republic F-105-G 62-4438,built as an F-105F c/n F27 | Wild Weasel conversion | ex-Georgia ANG | ex-Warner Robins Air Park | Hangar 79,,,built as an F-105F c/n F27; Wild Weasel conversion; ex-Georgia ANG; ex-Warner Robins Air Park; Hangar 79,False
7974,Hawaii,Pearl Harbor Aviation Museum,Republic RC-3 N6255K,c/n 462 | donated by Robert Gould of Kaneohe December 2016 | registration cancelled April 2020,c/n 462,,donated by Robert Gould of Kaneohe December 2016; registration cancelled April 2020,False
7987,Hawaii,Pearl Harbor Aviation Museum,Sikorsky CH-53-D 157173,c/n 65-299 | commissioned December 1969 | Vietnam crash 1970 and returned to service | retired from HMH-363 Kaneohe Bay 2012 | outdoor ramp,c/n 65-299,,commissioned December 1969; Vietnam crash 1970 and returned to service; retired from HMH-363 Kaneohe Bay 2012; outdoor ramp,False
7985,Hawaii,Pearl Harbor Aviation Museum,Sikorsky HH-34-J 148963,c/n 58-1366 | built as a Navy HSS-1 Seabat | USAF Reserve rescue conversion | NMUSAF loan | outdoor ramp,c/n 58-1366,,built as a Navy HSS-1 Seabat; USAF Reserve rescue conversion; NMUSAF loan; outdoor ramp,False
7986,Hawaii,Pearl Harbor Aviation Museum,Sikorsky SH-3-H 152700,c/n 61356 | NF-610 markings | also listed as a UH-3H | outdoor ramp,c/n 61356,,NF-610 markings; also listed as a UH-3H; outdoor ramp,False
7988,Hawaii,Pearl Harbor Aviation Museum,Sikorsky SH-60-B 162348,HSL-37 | ex-HSL-37 | delivered 16 November 2010 | one source misprints 168348 | outdoor ramp,HSL-37,,ex-HSL-37; delivered 16 November 2010; one source misprints 168348; outdoor ramp,False
7946,Hawaii,Pearl Harbor Aviation Museum,Stearman N2S-3 92468,c/n 75-6707 | marked 103 | N5102N | ex-N5102N | George H W Bush flew part of his solo qualification in this airframe | Aerial Visuals gives BuNo 07103 for the same c/n | Hangar 37,c/n 75-6707 | marked 103 | N5102N,,ex-N5102N; George H W Bush flew part of his solo qualification in this airframe; Aerial Visuals gives BuNo 07103 for the same c/n; Hangar 37,False
7979,Hawaii,Pearl Harbor Aviation Museum,Stinson L-5-E 04014,c/n 76-3418 | N62092 | ex-N62092 | USMC OY-1 BuNo 04014 | MCAS Barbers Point October 1945 | acquired 2008 | restoration low priority,c/n 76-3418 | N62092,,ex-N62092; USMC OY-1 BuNo 04014; MCAS Barbers Point October 1945; acquired 2008; restoration low priority,False
7989,Hawaii,U.S. Army Museum of Hawaii,Bell AH-1-S 67-15796,c/n 20460 | built as an AH-1G and reconfigured to S standard with TOW launchers | displayed on the museum rooftop plaza,c/n 20460,,built as an AH-1G and reconfigured to S standard with TOW launchers; displayed on the museum rooftop plaza,False
7990,Hawaii,USS Bowfin Submarine Museum and Park,Vought SSM-N-8,submarine-launched nuclear cruise missile displayed in the park,,,submarine-launched nuclear cruise missile displayed in the park,False
7991,Hawaii,Wheeler Army Airfield Air Park,Curtiss P-40,replica | full-size static replica built for the 1970 film Tora Tora Tora | painted as 2nd Lt George S Welch's 47th PS aircraft | restored 2008,,,replica; full-size static replica built for the 1970 film Tora Tora Tora; painted as 2nd Lt George S Welch's 47th PS aircraft; restored 2008,False
6596,Idaho,Bird Aviation Museum and Invention Center,American Champion 8KCAB N276R,c/n 713-93 | museum literature says N267R which is not on the FAA register,c/n 713-93,,museum literature says N267R which is not on the FAA register,False
6598,Idaho,Bird Aviation Museum and Invention Center,Beech F17-D NC291Y,c/n U-261 | registration cancelled 2020,c/n U-261,,registration cancelled 2020,False
6590,Idaho,Bird Aviation Museum and Invention Center,Bell 47-G-3B-2 N481RD,c/n 6716 | Soloy Allison 250-C20 turbine conversion 1979,c/n 6716,,Soloy Allison 250-C20 turbine conversion 1979,False
6591,Idaho,Bird Aviation Museum and Invention Center,Boeing PT-17 N2803D,c/n 75-6822 | B75N1 | Stearman | P&W R-985 and canopy | restored 1990,c/n 75-6822 | B75N1 | Stearman,,P&W R-985 and canopy; restored 1990,False
6597,Idaho,Bird Aviation Museum and Invention Center,Experimental Aviation Berkut N268DK,c/n 059 | Rutan-derived canard | titled to the museum corporation,c/n 059,,Rutan-derived canard; titled to the museum corporation,False
6593,Idaho,Bird Aviation Museum and Invention Center,North American AT-6 N901H,c/n 75-3439A | museum writes NC901H | military serial not established,c/n 75-3439A,,museum writes NC901H; military serial not established,False
6594,Idaho,Bird Aviation Museum and Invention Center,Republic RC-3 N781RD,c/n 511 | Lycoming GTSIO-480 conversion | restored 2001,c/n 511,,Lycoming GTSIO-480 conversion; restored 2001,False
6595,Idaho,Bird Aviation Museum and Invention Center,Schweizer SGS 2-33-A N1179S,c/n 229 | sailplane | ex-Silverwood Theme Park,c/n 229,,sailplane; ex-Silverwood Theme Park,False
6599,Idaho,Bird Aviation Museum and Invention Center,Waco GXE NC4780W,c/n 1249 | Continental W-670 re-engine | museum states 1927 | registration cancelled 2020,c/n 1249,,Continental W-670 re-engine; museum states 1927; registration cancelled 2020,False
6592,Idaho,Bird Aviation Museum and Invention Center,de Havilland Canada DHC-1-B-2 N11PB,c/n 177/215 | DHC-1B-2-S5 | restored 1992,c/n 177/215 | DHC-1B-2-S5,,restored 1992,False
6600,Idaho,Carl Miller Park,General Dynamics F-111-A 67-0058,c/n A1-103 | Linebacker II combat veteran with 429th TFS | 389th TFS 366th TFW Mountain Home AFB | on pole since 1990 | NMUSAF loan,c/n A1-103,,Linebacker II combat veteran with 429th TFS; 389th TFS 366th TFW Mountain Home AFB; on pole since 1990; NMUSAF loan,False
6661,Idaho,Gowen Field Air Park,Bell AH-1-F 67-15496,c/n 20160 | built as AH-1G | on 24 March 1971 destroyed an NVA tank in what is believed to be the first Cobra tank kill of the war | displayed outside the Idaho Military Division headquarters,c/n 20160,,built as AH-1G; on 24 March 1971 destroyed an NVA tank in what is believed to be the first Cobra tank kill of the war; displayed outside the Idaho Military Division headquarters,False
6660,Idaho,Gowen Field Air Park,Bell UH-1-F 68-15481,c/n 10411 | Vietnam combat April 1969 to June 1972 | Idaho Army National Guard from December 1975,c/n 10411,,Vietnam combat April 1969 to June 1972; Idaho Army National Guard from December 1975,False
6662,Idaho,Gowen Field Air Park,Bell UH-1-M 66-15229,c/n 1957 | built as UH-1C | seven documented combat hit incidents in Vietnam 1968-69 | Idaho ARNG from Oct 1971 | painted 65138 which is not its serial,c/n 1957,,built as UH-1C; seven documented combat hit incidents in Vietnam 1968-69; Idaho ARNG from Oct 1971; painted 65138 which is not its serial,False
6658,Idaho,Gowen Field Air Park,Convair F-102-A 53-1816,c/n 8-10-026 | buzz number FC-816 | 190 FIS Idaho ANG at Gowen Field from June 1964 | served with the home unit,c/n 8-10-026,,buzz number FC-816; 190 FIS Idaho ANG at Gowen Field from June 1964; served with the home unit,False
6655,Idaho,Gowen Field Air Park,Fairchild Republic A-10-A 78-0608,c/n A10-228 | 131 TFS Massachusetts ANG | final flight to Gowen Field Aug 1996 then de-engined as a ground trainer | NMUSAF loan,c/n A10-228,,131 TFS Massachusetts ANG; final flight to Gowen Field Aug 1996 then de-engined as a ground trainer; NMUSAF loan,False
6654,Idaho,Gowen Field Air Park,Lockheed C-130-E 62-1846,c/n 3809 | Georgia and Minnesota ANG then 190 AS Idaho ANG from 1997 | carries RAAF-style nose art of unexplained origin | NMUSAF loan,c/n 3809,,Georgia and Minnesota ANG then 190 AS Idaho ANG from 1997; carries RAAF-style nose art of unexplained origin; NMUSAF loan,False
6656,Idaho,Gowen Field Air Park,Lockheed T-33-A 55-4351,c/n 580-9795 | NASA 1963-1973 as NASA 815 registered N815NA | flew a monocular-vision landing study at Edwards | wears NASA markings not its USAF serial,c/n 580-9795,,NASA 1963-1973 as NASA 815 registered N815NA; flew a monocular-vision landing study at Edwards; wears NASA markings not its USAF serial,False
6657,Idaho,Gowen Field Air Park,McDonnell Douglas F-4-C 68-0594,RF-4C-40-MC | c/n 3598 | one of only 20 RF-4Cs with ARN-92 LORAN-D and its dorsal towel-rail antenna | 190 TRS Idaho ANG 1984-88,RF-4C-40-MC | c/n 3598,,one of only 20 RF-4Cs with ARN-92 LORAN-D and its dorsal towel-rail antenna; 190 TRS Idaho ANG 1984-88,False
6659,Idaho,Gowen Field Air Park,McDonnell Douglas F-4-G 69-7551,c/n 3995 | built as F-4E and converted to F-4G Wild Weasel IV in 1990 | 469 TFS Korat 1972 | wears WW and IDAHO markings,c/n 3995,,built as F-4E and converted to F-4G Wild Weasel IV in 1990; 469 TFS Korat 1972; wears WW and IDAHO markings,False
6606,Idaho,Idaho Military History Museum,Fairchild PT-23,serial not established | indoor display,,,serial not established; indoor display,False
6605,Idaho,Idaho Military History Museum,McDonnell Douglas F-4-C 69-0350,RF-4C | c/n 3688 | 190th TRS Idaho ANG 1984-88 | sources differ on complete airframe vs nose section,RF-4C | c/n 3688,,190th TRS Idaho ANG 1984-88; sources differ on complete airframe vs nose section,False
6604,Idaho,Idaho Military History Museum,Mikoyan-Gurevich MiG-21-PFM 6611,c/n 94A6611 | ex-Polish Air Force | ex-Merle Maine collection | displayed in Soviet livery,c/n 94A6611,,ex-Polish Air Force; ex-Merle Maine collection; displayed in Soviet livery,False
6603,Idaho,Idaho Military History Museum,North American F-86-F 51-2826,c/n 172-109 | N6213F | ex-N6213F | built as F-86E-10-NA | Project Gunval testbed | wears false markings 91050 City of Coeur D'Alene,c/n 172-109 | N6213F,,ex-N6213F; built as F-86E-10-NA; Project Gunval testbed; wears false markings 91050 City of Coeur D'Alene,False
6601,Idaho,Lakeview Park,Northrop F-89-B 49-2457,1 of 36 F-89Bs built | 83rd and 84th FIS | 176th FIS Wisconsin ANG | 190th FIS Idaho ANG | on display since December 1959 | NMUSAF loan,,,1 of 36 F-89Bs built; 83rd and 84th FIS; 176th FIS Wisconsin ANG; 190th FIS Idaho ANG; on display since December 1959; NMUSAF loan,False
6618,Idaho,Legacy Flight Museum,Beechcraft SNB-5 23843,N90265 | c/n 6141 | TC-45J | Model 18 | acquired 2016,N90265 | c/n 6141 | TC-45J | Model 18,,acquired 2016,False
6609,Idaho,Legacy Flight Museum,Bell P-63-C 43-11223,N163FS | 42-69021 | painted as 42-69021 | restored by Frank Borman and Square 1 Aviation | held by 163FS LLC,N163FS | 42-69021,,painted as 42-69021; restored by Frank Borman and Square 1 Aviation; held by 163FS LLC,False
6608,Idaho,Legacy Flight Museum,Cavalier F-51-D 67-22579,N551BJ | Cavalier Mustang II | N251RM | ex-N251RM | ex-Bolivian AF FAB 519 | rebuilt after 2006 forced landing | held by 251RM LLC,N551BJ | Cavalier Mustang II | N251RM,,ex-N251RM; ex-Bolivian AF FAB 519; rebuilt after 2006 forced landing; held by 251RM LLC,False
6614,Idaho,Legacy Flight Museum,Cessna O-1-E N305CM,c/n 24558 | Cessna 305C | museum-owned,c/n 24558 | Cessna 305C,,museum-owned,False
6613,Idaho,Legacy Flight Museum,Cessna O-1-E N305SU,c/n 305M-0007 | Cessna 305C | museum lists it as a 305A | held by 305SU LLC,c/n 305M-0007 | Cessna 305C,,museum lists it as a 305A; held by 305SU LLC,False
6615,Idaho,Legacy Flight Museum,Grumman S-2-F 136719,N8115M | S2F-1 | donated by Merle Maine of Ontario Oregon 2013,N8115M | S2F-1,,donated by Merle Maine of Ontario Oregon 2013,False
6612,Idaho,Legacy Flight Museum,Hansen P-64 N64NA,s/n RCH-1 | replica of North American NA-50/P-64 | built by Robert C. Hansen,s/n RCH-1,,replica of North American NA-50/P-64; built by Robert C. Hansen,False
6611,Idaho,Legacy Flight Museum,McDonnell Douglas A-4,BuNo not established | painted in Blue Angels colors | ex-AMARC | bought at auction 2013,,,BuNo not established; painted in Blue Angels colors; ex-AMARC; bought at auction 2013,False
6621,Idaho,Legacy Flight Museum,Noorduyn UC-64-A 43-5233,N164UC | c/n 224 | absent from the museum's own website listing,N164UC | c/n 224,,absent from the museum's own website listing,False
6607,Idaho,Legacy Flight Museum,North American P-51-D 44-74739,N51RH | 9297 | ex-RCAF 9297 | Cavalier conversion 1962 | Bob Hoover's airshow Mustang | race 47 | held by 51RH LLC,N51RH | 9297,,ex-RCAF 9297; Cavalier conversion 1962; Bob Hoover's airshow Mustang; race 47; held by 51RH LLC,False
6616,Idaho,Legacy Flight Museum,North American SNJ-3 N676JD,c/n 78-6803 | Harvard | 7676 | ex-SAAF 7676 | BuNo not established,c/n 78-6803 | Harvard | 7676,,ex-SAAF 7676; BuNo not established,False
6620,Idaho,Legacy Flight Museum,Stinson V-77 N43YF,c/n 77-452 | UC-81 | AT-19 | Lend-Lease Reliant | military serial not established,c/n 77-452 | UC-81 | AT-19 | Lend-Lease Reliant,,military serial not established,False
6617,Idaho,Legacy Flight Museum,Vultee BT-15 N128MW,c/n 6475 | Vultee Vibrator | military serial not established,c/n 6475 | Vultee Vibrator,,military serial not established,False
6610,Idaho,Legacy Flight Museum,de Havilland Canada DHC-4-A N6080,c/n 002 | second DHC-4 prototype | oldest flying Caribou | ex-Yankee Air Museum | flown to Rexburg 2021,c/n 002,,second DHC-4 prototype; oldest flying Caribou; ex-Yankee Air Museum; flown to Rexburg 2021,False
6602,Idaho,Malad City Park,Lockheed T-33-A 53-5007,c/n 580-8346 | on display since at least February 1982 | NMUSAF loan,c/n 580-8346,,on display since at least February 1982; NMUSAF loan,False
6627,Idaho,Spirit of Flight Center,Bede BD-5-J,micro-jet | Octopussy scheme is markings only | registration not established,,,micro-jet; Octopussy scheme is markings only; registration not established,False
6626,Idaho,Spirit of Flight Center,Chester Swee' Pea,V-tail | Art Chester midget racer | raced as number 7 | recovered 2018 | no registration established,V-tail,,Art Chester midget racer; raced as number 7; recovered 2018; no registration established,False
6629,Idaho,Spirit of Flight Center,Culver PQ-14,radio-controlled target drone | serial not established,,,radio-controlled target drone; serial not established,False
6625,Idaho,Spirit of Flight Center,Ebershoff Skybolt N360QB,c/n DE1002 | enlarged one-off Steen Skybolt built for a 6ft 8in pilot,c/n DE1002,,enlarged one-off Steen Skybolt built for a 6ft 8in pilot,False
6623,Idaho,Spirit of Flight Center,McCombs Cassutt-IIIM N3730,c/n MC3 | Formula One racer | dedicated to Gary Hubler Jay Jones and Ib Hansen,c/n MC3,,Formula One racer; dedicated to Gary Hubler Jay Jones and Ib Hansen,False
6631,Idaho,Spirit of Flight Center,Pitts Special,dedicated to Betty Skelton | registration not established,,,dedicated to Betty Skelton; registration not established,False
6628,Idaho,Spirit of Flight Center,Radioplane KD2R-5,Northrop KD2R-5 | Shelduck | target drone,Northrop KD2R-5 | Shelduck,,target drone,False
6630,Idaho,Spirit of Flight Center,Rutan VariEze,canard homebuilt | registration not established,,,canard homebuilt; registration not established,False
6622,Idaho,Spirit of Flight Center,Waco EGC-7 N17749,c/n 4588 | Custom Cabin sesquiplane | ex-Grand Canyon Airways | 1 of 38 built | donated 2024,c/n 4588,,Custom Cabin sesquiplane; ex-Grand Canyon Airways; 1 of 38 built; donated 2024,False
6633,Idaho,Warbirds Museum at Driggs-Reed Memorial Airport,Aero Vodochody L-39-C N439RS,c/n 131907 | held by Richard G. Sugden,c/n 131907,,held by Richard G. Sugden,False
6637,Idaho,Warbirds Museum at Driggs-Reed Memorial Airport,Beechcraft T-34-B N934RS,c/n BG-77 | held by Richard G. Sugden | photographed as a bare fuselage,c/n BG-77,,held by Richard G. Sugden; photographed as a bare fuselage,False
6636,Idaho,Warbirds Museum at Driggs-Reed Memorial Airport,Bell 47-G-3B-2 N147RS,c/n 2636 | museum lists it as BHT-47-G3 | held by Richard G. Sugden,c/n 2636,,museum lists it as BHT-47-G3; held by Richard G. Sugden,False
6638,Idaho,Warbirds Museum at Driggs-Reed Memorial Airport,Extra EA 300-L N199X,c/n 138 | museum writes NX199X | aerobatic | held by Richard G. Sugden,c/n 138,,museum writes NX199X; aerobatic; held by Richard G. Sugden,False
6635,Idaho,Warbirds Museum at Driggs-Reed Memorial Airport,Naval Aircraft Factory N3N-3 N112D,2659 | serial 2659 | held by Richard G. Sugden,2659,,serial 2659; held by Richard G. Sugden,False
6634,Idaho,Warbirds Museum at Driggs-Reed Memorial Airport,North American SNJ-5 84981,N85169 | held by Richard G. Sugden,N85169,,held by Richard G. Sugden,False
6632,Idaho,Warbirds Museum at Driggs-Reed Memorial Airport,North American T-2-B 155226,N212TB | Rockwell | held by Richard G. Sugden,N212TB | Rockwell,,held by Richard G. Sugden,False
6646,Idaho,Warhawk Air Museum,Bell UH-1-C 66-15069,N24097 | c/n 1797 | Huey | Mike model gunship | wears 68th AHC Mustangs markings,N24097 | c/n 1797 | Huey,,Mike model gunship; wears 68th AHC Mustangs markings,False
6647,Idaho,Warhawk Air Museum,Cessna O-1-A 51-12032,N5263G | c/n 22346 | L-19 | marked 0-11954 | wears markings honoring Chester Soapy Walborn,N5263G | c/n 22346 | L-19 | marked 0-11954,,wears markings honoring Chester Soapy Walborn,False
6641,Idaho,Warhawk Air Museum,Curtiss P-40-E AK933,N94466 | RCAF 1057 | c/n 15404 | restored with P-40F wings | wears RAF 112 Sqn SU-E markings,N94466 | RCAF 1057 | c/n 15404,,restored with P-40F wings; wears RAF 112 Sqn SU-E markings,False
6640,Idaho,Warhawk Air Museum,Curtiss P-40-N 42-106396,N1195N | P-40N-15-CU | c/n 30158 | RCAF 880 | ex-RCAF 880 | held by War Hawk LLC,N1195N | P-40N-15-CU | c/n 30158 | RCAF 880,,ex-RCAF 880; held by War Hawk LLC,False
6653,Idaho,Warhawk Air Museum,Fokker Dr.I,c/n 2896 | N9224C | ex-N9224C | replica | built by Max Fullmer,c/n 2896 | N9224C,,ex-N9224C; replica; built by Max Fullmer,False
6645,Idaho,Warhawk Air Museum,Grumman F9F-2,BuNo not published | arrived June 2017,,,BuNo not published; arrived June 2017,False
6644,Idaho,Warhawk Air Museum,Lockheed F-104-A 56-0778,N66305 | ex-N66305 | 83rd FIS Hamilton AFB | later Taiwan and Jordan | ex-Merle Maine collection | arrived 2013,N66305,,ex-N66305; 83rd FIS Hamilton AFB; later Taiwan and Jordan; ex-Merle Maine collection; arrived 2013,False
6651,Idaho,Warhawk Air Museum,Mikoyan-Gurevich MiG-21-F-13 1011,N1011E | c/n 061011 | Aero S-106 | Czechoslovak-built | ex-Merle Maine collection,N1011E | c/n 061011 | Aero S-106 | Czechoslovak-built,,ex-Merle Maine collection,False
6649,Idaho,Warhawk Air Museum,Naval Aircraft Factory N3N-3 N45305,c/n 1918 | BuNo not published | museum states 1939 built | FAA states 1940,c/n 1918,,BuNo not published; museum states 1939 built; FAA states 1940,False
6642,Idaho,Warhawk Air Museum,North American F-86-F,serial not published | wears markings of Capt Robert J. Love 335th FIS,,,serial not published; wears markings of Capt Robert J. Love 335th FIS,False
6639,Idaho,Warhawk Air Museum,North American P-51-C 43-25057,N4651C | P-51C-10-NT | 103-26688 | wears QP-B markings of Duane Beeson's Boise Bee | held by Mustang LLC,N4651C | P-51C-10-NT,,103-26688; wears QP-B markings of Duane Beeson's Boise Bee; held by Mustang LLC,False
6648,Idaho,Warhawk Air Museum,North American T-6-G N3623K,c/n 182-451 | USAF serial not established | ex-Banta Aviation Corp,c/n 182-451,,USAF serial not established; ex-Banta Aviation Corp,False
6650,Idaho,Warhawk Air Museum,PZL-Mielec Lim-5 1417,MiG-17F | Fresco | 1C 14-17 | ex-Polish Air Force | museum credits Mikoyan-Gurevich,MiG-17F | Fresco,,1C 14-17; ex-Polish Air Force; museum credits Mikoyan-Gurevich,False
6643,Idaho,Warhawk Air Museum,Republic F-84-G,serial not published | restored 2022 in USAF Thunderbirds markings,,,serial not published; restored 2022 in USAF Thunderbirds markings,False
6652,Idaho,Warhawk Air Museum,Yakovlev Yak-18 N54YK,c/n 232012 | restored 1993 by Robert Kantner | Continental W670 engine,c/n 232012,,restored 1993 by Robert Kantner; Continental W670 engine,False
5316,Ile-de-France,Musee de l'Air et de l'Espace,Altec MART-Mk II,target drone,,,target drone,False
5318,Ile-de-France,Musee de l'Air et de l'Espace,Arsenal Air 101,glider,,,glider,False
5320,Ile-de-France,Musee de l'Air et de l'Espace,Avia 40P,glider,,,glider,False
5321,Ile-de-France,Musee de l'Air et de l'Espace,Avia 41P,glider,,,glider,False
5307,Ile-de-France,Musee de l'Air et de l'Espace,Aérospatiale Ariane-1,full-scale mock-up,,,full-scale mock-up,False
5308,Ile-de-France,Musee de l'Air et de l'Espace,Aérospatiale Ariane-5,full-scale mock-up,,,full-scale mock-up,False
5306,Ile-de-France,Musee de l'Air et de l'Espace,Aérospatiale Concorde F-BTSD,c/n 213 | Air France,c/n 213,,Air France,False
5305,Ile-de-France,Musee de l'Air et de l'Espace,Aérospatiale Concorde-001 F-WTSS,prototype 001 | Sud Aviation/BAC,,,prototype 001; Sud Aviation/BAC,False
